doc_id,title,feed,rank,rec_id,rec_title,rec_feed,cosine,same_topic
116,日经225指数收涨0.55%,36氪,5,34,惹众怒！Anthropic 疯狂删库，他连夜爆改 Claude Code 源码拿下史上最快 10 万星,爱范儿,0.067,0
117,业内人士认为碳酸锂价格出现短期回调,36氪,1,60,【AI 智能运维平台】本周更新：上线 MLOps 体验，监控中心支持自定义上报监控数据,开源中国,0.4332,1
117,业内人士认为碳酸锂价格出现短期回调,36氪,2,115,苹果首款折叠屏手机已在试产,36氪,0.4015,1
117,业内人士认为碳酸锂价格出现短期回调,36氪,3,202,官方提醒警惕苹果iMessage诈骗,CNBeta,0.2685,0
117,业内人士认为碳酸锂价格出现短期回调,36氪,4,209,张雪首次解释“一个子儿都没有”：自己当时只是想装一下,CNBeta,0.2679,0
117,业内人士认为碳酸锂价格出现短期回调,36氪,5,189,AMD锐龙9 9950X3D2海外预售价格将近1000美元,CNBeta,0.2216,0
118,OpenAI状态页显示：ChatGPT 网页版当前出现故障,36氪,1,71,WebAgent ：基于 MCP 协议打造的智能应用 “超级路由器”,开源中国,0.6837,0
118,OpenAI状态页显示：ChatGPT 网页版当前出现故障,36氪,2,42,为了将网页变为应用程序，我们付出了多少努力？（一）,少数派,0.3663,0
118,OpenAI状态页显示：ChatGPT 网页版当前出现故障,36氪,3,113,司美格鲁肽口服减重药已开出超60万张处方，市场空间还有多大,36氪,0.325,1
118,OpenAI状态页显示：ChatGPT 网页版当前出现故障,36氪,4,81,Visual Studio Code 1.114 发布,开源中国,0.318,0
118,OpenAI状态页显示：ChatGPT 网页版当前出现故障,36氪,5,114,媒体：全球最大的电池制造商宁德时代将雄心拓展至远洋 计划今年将其海洋事业部规模扩大一倍,36氪,0.2847,0
119,商务部电子商务司负责人解读《关于更好服务实体经济 推进电子商务高质量发展的指导意见》,36氪,1,76,Fedora 拒绝使用 systemd 管理用户环境变量提案,开源中国,0.4575,0
119,商务部电子商务司负责人解读《关于更好服务实体经济 推进电子商务高质量发展的指导意见》,36氪,2,190,Gamestop曾坚信游戏数字发行渠道只不过是昙花一现,CNBeta,0.384,0
119,商务部电子商务司负责人解读《关于更好服务实体经济 推进电子商务高质量发展的指导意见》,36氪,3,62,前 2 个月我国规上互联网企业完成互联网业务收入 3179 亿元,开源中国,0.3496,0
119,商务部电子商务司负责人解读《关于更好服务实体经济 推进电子商务高质量发展的指导意见》,36氪,4,95,36氪首发 | 清华系团队研发矿石AI智能分选机，完成近2亿元C轮融资,36氪,0.2376,0
119,商务部电子商务司负责人解读《关于更好服务实体经济 推进电子商务高质量发展的指导意见》,36氪,5,115,苹果首款折叠屏手机已在试产,36氪,0.2226,0
120,红果短剧：针对近期AI短剧素材违规使用问题频发的情况，已处置作品670部,36氪,1,72,微信 “AI 魔改” 治理： 3 月清理 3800 条违规视频,开源中国,0.7137,0
120,红果短剧：针对近期AI短剧素材违规使用问题频发的情况，已处置作品670部,36氪,2,12,AO3 结束公测,Solidot,0.6611,0
120,红果短剧：针对近期AI短剧素材违规使用问题频发的情况，已处置作品670部,36氪,3,106,中国核电：第一季度上网电量为549.25亿千瓦时 同比下降2.7%,36氪,0.2996,0
120,红果短剧：针对近期AI短剧素材违规使用问题频发的情况，已处置作品670部,36氪,4,41,本周看什么 | 最近值得一看的 9 部作品,少数派,0.2781,0
120,红果短剧：针对近期AI短剧素材违规使用问题频发的情况，已处置作品670部,36氪,5,102,阅文“AI拟真人大讲堂”：好故事才是AI时代的未来,36氪,0.225,0
121,清明假期迎返程高峰 三天假期跨区域人员流动量预计达8.4亿人次,36氪,1,108,清明假期预计跨区域流动8.4亿人次,36氪,0.9623,1
121,清明假期迎返程高峰 三天假期跨区域人员流动量预计达8.4亿人次,36氪,2,104,2026清明档电影票房已破2.8亿元,36氪,0.5881,1
121,清明假期迎返程高峰 三天假期跨区域人员流动量预计达8.4亿人次,36氪,3,51,免费甘特图星甘 StarGantt 假期不打烊！推出小时模式、优化微信登录，AI 生成更稳定,开源中国,0.5126,0
121,清明假期迎返程高峰 三天假期跨区域人员流动量预计达8.4亿人次,36氪,4,199,六折低价火车票是陷阱 背后藏电诈洗钱链条,CNBeta,0.1937,0
121,清明假期迎返程高峰 三天假期跨区域人员流动量预计达8.4亿人次,36氪,5,14,雄章鱼交接腕兼具感觉和交配功能,Solidot,0.1922,0
122,阿里千问3.6Plus大模型登顶全球模型调用排行榜首,雷锋网,1,130,全球权威大模型盲测榜单公布，阿里千问3.6登顶中国最强编程模型,雷锋网,0.9202,1
122,阿里千问3.6Plus大模型登顶全球模型调用排行榜首,雷锋网,2,135,阿里发布国产最强编程模型Qwen3.6-Plus,雷锋网,0.9019,1
122,阿里千问3.6Plus大模型登顶全球模型调用排行榜首,雷锋网,3,88,阿里发布 Qwen3.6-Plus：中国编程能力最强的模型,开源中国,0.681,1
122,阿里千问3.6Plus大模型登顶全球模型调用排行榜首,雷锋网,4,40,买前必看：千问 AI 眼镜 G1 自费长测,少数派,0.5077,0
122,阿里千问3.6Plus大模型登顶全球模型调用排行榜首,雷锋网,5,28,早报｜豆包大模型日均Token使用量破120万亿/广电行业组织发布AI换脸严正声明/任天堂前销售负责人：Switch 2涨价几乎不可避免,爱范儿,0.3662,0
123,泉智博高爆发关节自动化产线投产，加速具身智能商业化,雷锋网,1,82,Redis 自动化运维最佳实践,开源中国,0.6446,0
123,泉智博高爆发关节自动化产线投产，加速具身智能商业化,雷锋网,2,138,割草机进入自主决策时代 MOVA将无人驾驶级AI视觉感知搬进庭院,雷锋网,0.5718,1
123,泉智博高爆发关节自动化产线投产，加速具身智能商业化,雷锋网,3,136,森合小败局：千万众筹之后，一家明星硬件公司的崩塌,雷锋网,0.5165,0
123,泉智博高爆发关节自动化产线投产，加速具身智能商业化,雷锋网,4,137,夏中谱去向悬念落地，「地平线」+「理想汽车」齐聚无界动力,雷锋网,0.4729,0
123,泉智博高爆发关节自动化产线投产，加速具身智能商业化,雷锋网,5,97,一群00后极客和这家机器人公司共处72小时,36氪,0.472,0
124,Gen DAS Dex 正式发布：破解具身数据难题，从学习人类的双手开始,雷锋网,1,97,一群00后极客和这家机器人公司共处72小时,36氪,0.868,1
124,Gen DAS Dex 正式发布：破解具身数据难题，从学习人类的双手开始,雷锋网,2,63,美团发布原生多模态 LongCat-Next：当视觉和语音成为 AI 的母语,开源中国,0.7005,1
124,Gen DAS Dex 正式发布：破解具身数据难题，从学习人类的双手开始,雷锋网,3,138,割草机进入自主决策时代 MOVA将无人驾驶级AI视觉感知搬进庭院,雷锋网,0.6349,0
124,Gen DAS Dex 正式发布：破解具身数据难题，从学习人类的双手开始,雷锋网,4,137,夏中谱去向悬念落地，「地平线」+「理想汽车」齐聚无界动力,雷锋网,0.4939,0
124,Gen DAS Dex 正式发布：破解具身数据难题，从学习人类的双手开始,雷锋网,5,140,千人千面，告别AI标准脸，阿里发布Wan2.7-Image,雷锋网,0.4167,0
125,瀚博通过UALink互联测试，GPU将全面兼容新一代超节点,雷锋网,1,139,上海人工智能实验室联合商汤大装置等共建AI全链路验证平台与生态社区,雷锋网,0.6339,1
125,瀚博通过UALink互联测试，GPU将全面兼容新一代超节点,雷锋网,2,132,沙利文：阿里云位居中国金融智能体市场第一,雷锋网,0.4529,0
125,瀚博通过UALink互联测试，GPU将全面兼容新一代超节点,雷锋网,3,128,引入LPU的英伟达，是在补强，还是在拆自己的护城河？｜GTC观察,雷锋网,0.3803,0
125,瀚博通过UALink互联测试，GPU将全面兼容新一代超节点,雷锋网,4,80,Cloudflare 开源 EmDash：WordPress 的精神继任者,开源中国,0.3417,1
125,瀚博通过UALink互联测试，GPU将全面兼容新一代超节点,雷锋网,5,142,科技爱好者周刊（第 391 期）：AI 的贫富分化,阮一峰的网络日志,0.3061,0
126,充电宝新国标正式发布，Anker安克率先推出符合新规测试产品,雷锋网,1,131,一次停滞观全局：自动驾驶安全冗余与产业发展定力,雷锋网,0.7495,1
126,充电宝新国标正式发布，Anker安克率先推出符合新规测试产品,雷锋网,2,70,蚂蚁集团与清华大学联合开源 ClawAegis，面向 OpenClaw 智能体的安全防御插件,开源中国,0.5899,1
126,充电宝新国标正式发布，Anker安克率先推出符合新规测试产品,雷锋网,3,24,11.19 万起售！纯电续航最长的插混比亚迪出现了,爱范儿,0.3818,0
126,充电宝新国标正式发布，Anker安克率先推出符合新规测试产品,雷锋网,4,74,MacState v1.7.0 发布,开源中国,0.3366,1
126,充电宝新国标正式发布，Anker安克率先推出符合新规测试产品,雷锋网,5,23,早报｜Slack粗暴切断大中华区服务引发用户不满/小米手机涨价，卢伟冰：内存涨价远超预期/三大外卖平台被约谈，6月落实食品安全新规,爱范儿,0.3045,0
127,GDPS2026 上海市人工智能行业协会与毕马威中国战略合作 共创智能化转型破局之路,雷锋网,1,98,神州数码2025年营收超1400亿，AI相关业务增长近五成｜最前线,36氪,0.7278,1
127,GDPS2026 上海市人工智能行业协会与毕马威中国战略合作 共创智能化转型破局之路,雷锋网,2,93,科氪 | 荣耀与京东签订战略合作协议 推进AI、机器人、C2M共创合作,36氪,0.7251,0
127,GDPS2026 上海市人工智能行业协会与毕马威中国战略合作 共创智能化转型破局之路,雷锋网,3,23,早报｜Slack粗暴切断大中华区服务引发用户不满/小米手机涨价，卢伟冰：内存涨价远超预期/三大外卖平台被约谈，6月落实食品安全新规,爱范儿,0.4149,0
127,GDPS2026 上海市人工智能行业协会与毕马威中国战略合作 共创智能化转型破局之路,雷锋网,4,96,高端智能投影品牌AWOL Vision获近亿元B轮融资，新品拿下近2000万美金众筹｜硬氪首发,36氪,0.3755,1
127,GDPS2026 上海市人工智能行业协会与毕马威中国战略合作 共创智能化转型破局之路,雷锋网,5,95,36氪首发 | 清华系团队研发矿石AI智能分选机，完成近2亿元C轮融资,36氪,0.3685,1
128,引入LPU的英伟达，是在补强，还是在拆自己的护城河？｜GTC观察,雷锋网,1,94,众筹300万美元的Agent盒子，想彻底解决你的算力焦虑,36氪,0.5801,0
128,引入LPU的英伟达，是在补强，还是在拆自己的护城河？｜GTC观察,雷锋网,2,142,科技爱好者周刊（第 391 期）：AI 的贫富分化,阮一峰的网络日志,0.4738,1
128,引入LPU的英伟达，是在补强，还是在拆自己的护城河？｜GTC观察,雷锋网,3,32,每天烧 120 万亿 Token，这是 AI 圈最新的凡尔赛,爱范儿,0.4553,0
128,引入LPU的英伟达，是在补强，还是在拆自己的护城河？｜GTC观察,雷锋网,4,139,上海人工智能实验室联合商汤大装置等共建AI全链路验证平台与生态社区,雷锋网,0.4125,0
128,引入LPU的英伟达，是在补强，还是在拆自己的护城河？｜GTC观察,雷锋网,5,103,在英伟达的新一轮投资中，澳大利亚AI基础设施公司Firmus估值接近70亿美元,36氪,0.4104,0
129,35岁大厂人自救：AI裁员潮下，Claude和小龙虾谁能帮我「续命」？,雷锋网,1,22,大翻脸！Anthropic 封杀 OpenClaw，龙虾之父：说服失败,爱范儿,0.6459,0
129,35岁大厂人自救：AI裁员潮下，Claude和小龙虾谁能帮我「续命」？,雷锋网,2,34,惹众怒！Anthropic 疯狂删库，他连夜爆改 Claude Code 源码拿下史上最快 10 万星,爱范儿,0.5209,0
129,35岁大厂人自救：AI裁员潮下，Claude和小龙虾谁能帮我「续命」？,雷锋网,3,142,科技爱好者周刊（第 391 期）：AI 的贫富分化,阮一峰的网络日志,0.4414,0
129,35岁大厂人自救：AI裁员潮下，Claude和小龙虾谁能帮我「续命」？,雷锋网,4,165,一杯奶茶钱！阿里云“包月”畅用多款 AI 模型！跑 OpenClaw 任务、写代码再也不心疼,异次元软件世界,0.4178,1
129,35岁大厂人自救：AI裁员潮下，Claude和小龙虾谁能帮我「续命」？,雷锋网,5,66,Xiaomi MiMo Token Plan 发布,开源中国,0.385,0
130,全球权威大模型盲测榜单公布，阿里千问3.6登顶中国最强编程模型,雷锋网,1,122,阿里千问3.6Plus大模型登顶全球模型调用排行榜首,雷锋网,0.9202,1
130,全球权威大模型盲测榜单公布，阿里千问3.6登顶中国最强编程模型,雷锋网,2,135,阿里发布国产最强编程模型Qwen3.6-Plus,雷锋网,0.8805,1
130,全球权威大模型盲测榜单公布，阿里千问3.6登顶中国最强编程模型,雷锋网,3,88,阿里发布 Qwen3.6-Plus：中国编程能力最强的模型,开源中国,0.7455,1
130,全球权威大模型盲测榜单公布，阿里千问3.6登顶中国最强编程模型,雷锋网,4,28,早报｜豆包大模型日均Token使用量破120万亿/广电行业组织发布AI换脸严正声明/任天堂前销售负责人：Switch 2涨价几乎不可避免,爱范儿,0.448,0
130,全球权威大模型盲测榜单公布，阿里千问3.6登顶中国最强编程模型,雷锋网,5,40,买前必看：千问 AI 眼镜 G1 自费长测,少数派,0.4277,0
131,一次停滞观全局：自动驾驶安全冗余与产业发展定力,雷锋网,1,126,充电宝新国标正式发布，Anker安克率先推出符合新规测试产品,雷锋网,0.7495,1
131,一次停滞观全局：自动驾驶安全冗余与产业发展定力,雷锋网,2,70,蚂蚁集团与清华大学联合开源 ClawAegis，面向 OpenClaw 智能体的安全防御插件,开源中国,0.5111,1
131,一次停滞观全局：自动驾驶安全冗余与产业发展定力,雷锋网,3,0,美国科罗拉多州推出测均速相机系统,Solidot,0.4435,1
131,一次停滞观全局：自动驾驶安全冗余与产业发展定力,雷锋网,4,210,充分尊重张雪意见 慈善家陈光标捐给嫣然医院1000万元,CNBeta,0.355,0
131,一次停滞观全局：自动驾驶安全冗余与产业发展定力,雷锋网,5,24,11.19 万起售！纯电续航最长的插混比亚迪出现了,爱范儿,0.3336,0
132,沙利文：阿里云位居中国金融智能体市场第一,雷锋网,1,125,瀚博通过UALink互联测试，GPU将全面兼容新一代超节点,雷锋网,0.4529,0
132,沙利文：阿里云位居中国金融智能体市场第一,雷锋网,2,137,夏中谱去向悬念落地，「地平线」+「理想汽车」齐聚无界动力,雷锋网,0.4352,0
132,沙利文：阿里云位居中国金融智能体市场第一,雷锋网,3,13,最富 0.1% 人口的离岸财富超过最穷半数人口的财富总和,Solidot,0.4231,1
132,沙利文：阿里云位居中国金融智能体市场第一,雷锋网,4,141,字节Seed启动大模型校招，全球招募100位最具潜力的2027届AI人才,雷锋网,0.2857,0
132,沙利文：阿里云位居中国金融智能体市场第一,雷锋网,5,45,汇聚热爱，「2050 大会」少数派线下活动邀请你来参与,少数派,0.2795,0
133,对话图达通CEO鲍君威：有摄像头的地方，就是激光雷达的赛道,雷锋网,1,136,森合小败局：千万众筹之后，一家明星硬件公司的崩塌,雷锋网,0.7651,0
133,对话图达通CEO鲍君威：有摄像头的地方，就是激光雷达的赛道,雷锋网,2,137,夏中谱去向悬念落地，「地平线」+「理想汽车」齐聚无界动力,雷锋网,0.4978,0
133,对话图达通CEO鲍君威：有摄像头的地方，就是激光雷达的赛道,雷锋网,3,25,对话 FREELANDER 神行者 CEO 文飞：我不希望大家买我们的车去拔河、涮泥锅,爱范儿,0.4673,0
133,对话图达通CEO鲍君威：有摄像头的地方，就是激光雷达的赛道,雷锋网,4,0,美国科罗拉多州推出测均速相机系统,Solidot,0.3961,0
133,对话图达通CEO鲍君威：有摄像头的地方，就是激光雷达的赛道,雷锋网,5,128,引入LPU的英伟达，是在补强，还是在拆自己的护城河？｜GTC观察,雷锋网,0.389,0
134,Skill限速怎么办？OpenClaw官宣和火山引擎共建ClawHub中国镜像站,雷锋网,1,32,每天烧 120 万亿 Token，这是 AI 圈最新的凡尔赛,爱范儿,0.594,0
134,Skill限速怎么办？OpenClaw官宣和火山引擎共建ClawHub中国镜像站,雷锋网,2,173,经典续命！Windows 7 最终“究极整合版” 2026.1 镜像 (集成至今全部更新补丁),异次元软件世界,0.4383,1
134,Skill限速怎么办？OpenClaw官宣和火山引擎共建ClawHub中国镜像站,雷锋网,3,151,Windows 11 26H1 最新官方正式版 ISO 镜像下载 (微软 MSDN 原版系统 / 网盘 BT 地址),异次元软件世界,0.4365,1
134,Skill限速怎么办？OpenClaw官宣和火山引擎共建ClawHub中国镜像站,雷锋网,4,19,我的同事被炼化成 Skill 了,爱范儿,0.4067,0
134,Skill限速怎么办？OpenClaw官宣和火山引擎共建ClawHub中国镜像站,雷锋网,5,152,微信官方推“龙虾” 插件 ClawBot！连接 OpenClaw，秒变 AI 好友,异次元软件世界,0.4004,1
135,阿里发布国产最强编程模型Qwen3.6-Plus,雷锋网,1,122,阿里千问3.6Plus大模型登顶全球模型调用排行榜首,雷锋网,0.9019,1
135,阿里发布国产最强编程模型Qwen3.6-Plus,雷锋网,2,130,全球权威大模型盲测榜单公布，阿里千问3.6登顶中国最强编程模型,雷锋网,0.8805,1
135,阿里发布国产最强编程模型Qwen3.6-Plus,雷锋网,3,88,阿里发布 Qwen3.6-Plus：中国编程能力最强的模型,开源中国,0.7748,1
135,阿里发布国产最强编程模型Qwen3.6-Plus,雷锋网,4,40,买前必看：千问 AI 眼镜 G1 自费长测,少数派,0.6329,0
135,阿里发布国产最强编程模型Qwen3.6-Plus,雷锋网,5,65,Cursor 3 发布：AI 编程进入“智能体集群”时代,开源中国,0.3287,0
136,森合小败局：千万众筹之后，一家明星硬件公司的崩塌,雷锋网,1,133,对话图达通CEO鲍君威：有摄像头的地方，就是激光雷达的赛道,雷锋网,0.7651,0
136,森合小败局：千万众筹之后，一家明星硬件公司的崩塌,雷锋网,2,137,夏中谱去向悬念落地，「地平线」+「理想汽车」齐聚无界动力,雷锋网,0.5835,0
136,森合小败局：千万众筹之后，一家明星硬件公司的崩塌,雷锋网,3,123,泉智博高爆发关节自动化产线投产，加速具身智能商业化,雷锋网,0.5165,0
136,森合小败局：千万众筹之后，一家明星硬件公司的崩塌,雷锋网,4,25,对话 FREELANDER 神行者 CEO 文飞：我不希望大家买我们的车去拔河、涮泥锅,爱范儿,0.4324,1
136,森合小败局：千万众筹之后，一家明星硬件公司的崩塌,雷锋网,5,138,割草机进入自主决策时代 MOVA将无人驾驶级AI视觉感知搬进庭院,雷锋网,0.4292,0
137,夏中谱去向悬念落地，「地平线」+「理想汽车」齐聚无界动力,雷锋网,1,136,森合小败局：千万众筹之后，一家明星硬件公司的崩塌,雷锋网,0.5835,0
137,夏中谱去向悬念落地，「地平线」+「理想汽车」齐聚无界动力,雷锋网,2,97,一群00后极客和这家机器人公司共处72小时,36氪,0.5445,0
137,夏中谱去向悬念落地，「地平线」+「理想汽车」齐聚无界动力,雷锋网,3,29,11.98 万起，占了同级一半销量的小鹏 MONA M03，又加上了「图灵芯片」和「越级座舱」,爱范儿,0.5011,0
137,夏中谱去向悬念落地，「地平线」+「理想汽车」齐聚无界动力,雷锋网,4,133,对话图达通CEO鲍君威：有摄像头的地方，就是激光雷达的赛道,雷锋网,0.4978,0
137,夏中谱去向悬念落地，「地平线」+「理想汽车」齐聚无界动力,雷锋网,5,124,Gen DAS Dex 正式发布：破解具身数据难题，从学习人类的双手开始,雷锋网,0.4939,0
138,割草机进入自主决策时代 MOVA将无人驾驶级AI视觉感知搬进庭院,雷锋网,1,97,一群00后极客和这家机器人公司共处72小时,36氪,0.6506,0
138,割草机进入自主决策时代 MOVA将无人驾驶级AI视觉感知搬进庭院,雷锋网,2,124,Gen DAS Dex 正式发布：破解具身数据难题，从学习人类的双手开始,雷锋网,0.6349,0
138,割草机进入自主决策时代 MOVA将无人驾驶级AI视觉感知搬进庭院,雷锋网,3,123,泉智博高爆发关节自动化产线投产，加速具身智能商业化,雷锋网,0.5718,1
138,割草机进入自主决策时代 MOVA将无人驾驶级AI视觉感知搬进庭院,雷锋网,4,136,森合小败局：千万众筹之后，一家明星硬件公司的崩塌,雷锋网,0.4292,0
138,割草机进入自主决策时代 MOVA将无人驾驶级AI视觉感知搬进庭院,雷锋网,5,96,高端智能投影品牌AWOL Vision获近亿元B轮融资，新品拿下近2000万美金众筹｜硬氪首发,36氪,0.3913,0
139,上海人工智能实验室联合商汤大装置等共建AI全链路验证平台与生态社区,雷锋网,1,125,瀚博通过UALink互联测试，GPU将全面兼容新一代超节点,雷锋网,0.6339,1
139,上海人工智能实验室联合商汤大装置等共建AI全链路验证平台与生态社区,雷锋网,2,93,科氪 | 荣耀与京东签订战略合作协议 推进AI、机器人、C2M共创合作,36氪,0.4542,0
139,上海人工智能实验室联合商汤大装置等共建AI全链路验证平台与生态社区,雷锋网,3,216,动车组车顶为何一直闪光？原来是一对“火眼金睛”,CNBeta,0.4542,0
139,上海人工智能实验室联合商汤大装置等共建AI全链路验证平台与生态社区,雷锋网,4,128,引入LPU的英伟达，是在补强，还是在拆自己的护城河？｜GTC观察,雷锋网,0.4125,0
139,上海人工智能实验室联合商汤大装置等共建AI全链路验证平台与生态社区,雷锋网,5,127,GDPS2026 上海市人工智能行业协会与毕马威中国战略合作 共创智能化转型破局之路,雷锋网,0.3453,0
140,千人千面，告别AI标准脸，阿里发布Wan2.7-Image,雷锋网,1,143,科技爱好者周刊（第 390 期）：没有语料，大模型就是智障,阮一峰的网络日志,0.4854,0
140,千人千面，告别AI标准脸，阿里发布Wan2.7-Image,雷锋网,2,102,阅文“AI拟真人大讲堂”：好故事才是AI时代的未来,36氪,0.4708,0
140,千人千面，告别AI标准脸，阿里发布Wan2.7-Image,雷锋网,3,63,美团发布原生多模态 LongCat-Next：当视觉和语音成为 AI 的母语,开源中国,0.4325,0
140,千人千面，告别AI标准脸，阿里发布Wan2.7-Image,雷锋网,4,124,Gen DAS Dex 正式发布：破解具身数据难题，从学习人类的双手开始,雷锋网,0.4167,0
140,千人千面，告别AI标准脸，阿里发布Wan2.7-Image,雷锋网,5,142,科技爱好者周刊（第 391 期）：AI 的贫富分化,阮一峰的网络日志,0.342,0
141,字节Seed启动大模型校招，全球招募100位最具潜力的2027届AI人才,雷锋网,1,147,豆包输入法 - 免费清爽无广告的手机电脑输入法！AI 语音识别超准确 (中英混输顺滑),异次元软件世界,0.4186,0
141,字节Seed启动大模型校招，全球招募100位最具潜力的2027届AI人才,雷锋网,2,143,科技爱好者周刊（第 390 期）：没有语料，大模型就是智障,阮一峰的网络日志,0.3972,0
141,字节Seed启动大模型校招，全球招募100位最具潜力的2027届AI人才,雷锋网,3,32,每天烧 120 万亿 Token，这是 AI 圈最新的凡尔赛,爱范儿,0.3809,0
141,字节Seed启动大模型校招，全球招募100位最具潜力的2027届AI人才,雷锋网,4,94,众筹300万美元的Agent盒子，想彻底解决你的算力焦虑,36氪,0.3602,0
141,字节Seed启动大模型校招，全球招募100位最具潜力的2027届AI人才,雷锋网,5,122,阿里千问3.6Plus大模型登顶全球模型调用排行榜首,雷锋网,0.3174,0
142,科技爱好者周刊（第 391 期）：AI 的贫富分化,阮一峰的网络日志,1,143,科技爱好者周刊（第 390 期）：没有语料，大模型就是智障,阮一峰的网络日志,0.6631,1
142,科技爱好者周刊（第 391 期）：AI 的贫富分化,阮一峰的网络日志,2,94,众筹300万美元的Agent盒子，想彻底解决你的算力焦虑,36氪,0.5407,0
142,科技爱好者周刊（第 391 期）：AI 的贫富分化,阮一峰的网络日志,3,79,:fire: SolonCode CLI v2026.4.5 发布（编程智能体）,开源中国,0.4868,0
142,科技爱好者周刊（第 391 期）：AI 的贫富分化,阮一峰的网络日志,4,128,引入LPU的英伟达，是在补强，还是在拆自己的护城河？｜GTC观察,雷锋网,0.4738,1
142,科技爱好者周刊（第 391 期）：AI 的贫富分化,阮一峰的网络日志,5,34,惹众怒！Anthropic 疯狂删库，他连夜爆改 Claude Code 源码拿下史上最快 10 万星,爱范儿,0.465,0
143,科技爱好者周刊（第 390 期）：没有语料，大模型就是智障,阮一峰的网络日志,1,142,科技爱好者周刊（第 391 期）：AI 的贫富分化,阮一峰的网络日志,0.6631,1
143,科技爱好者周刊（第 390 期）：没有语料，大模型就是智障,阮一峰的网络日志,2,140,千人千面，告别AI标准脸，阿里发布Wan2.7-Image,雷锋网,0.4854,0
143,科技爱好者周刊（第 390 期）：没有语料，大模型就是智障,阮一峰的网络日志,3,94,众筹300万美元的Agent盒子，想彻底解决你的算力焦虑,36氪,0.479,0
143,科技爱好者周刊（第 390 期）：没有语料，大模型就是智障,阮一峰的网络日志,4,54,微语 1.8.0 发布 - 开源智能客服,开源中国,0.4437,0
143,科技爱好者周刊（第 390 期）：没有语料，大模型就是智障,阮一峰的网络日志,5,63,美团发布原生多模态 LongCat-Next：当视觉和语音成为 AI 的母语,开源中国,0.4146,0
144,"套壳中国大模型撑起500亿美元估值？扒一扒 Cursor 的""套壳""疑云",阮一峰的网络日志,1,103,在英伟达的新一轮投资中，澳大利亚AI基础设施公司Firmus估值接近70亿美元,36氪,0.6603,1
144,"套壳中国大模型撑起500亿美元估值？扒一扒 Cursor 的""套壳""疑云",阮一峰的网络日志,2,113,司美格鲁肽口服减重药已开出超60万张处方，市场空间还有多大,36氪,0.352,1
144,"套壳中国大模型撑起500亿美元估值？扒一扒 Cursor 的""套壳""疑云",阮一峰的网络日志,3,142,科技爱好者周刊（第 391 期）：AI 的贫富分化,阮一峰的网络日志,0.3393,0
144,"套壳中国大模型撑起500亿美元估值？扒一扒 Cursor 的""套壳""疑云",阮一峰的网络日志,4,94,众筹300万美元的Agent盒子，想彻底解决你的算力焦虑,36氪,0.3012,0
144,"套壳中国大模型撑起500亿美元估值？扒一扒 Cursor 的""套壳""疑云",阮一峰的网络日志,5,143,科技爱好者周刊（第 390 期）：没有语料，大模型就是智障,阮一峰的网络日志,0.2937,0
145,Quicker - 让效率起飞的 Windows “超级外挂” (快速启动 / 快捷指令 / 鼠标增强),异次元软件世界,1,174,TreeSize - 用“上帝视角”找出霸占硬盘空间的大文件！好用免费扫描清理垃圾工具,异次元软件世界,0.7472,1
145,Quicker - 让效率起飞的 Windows “超级外挂” (快速启动 / 快捷指令 / 鼠标增强),异次元软件世界,2,171,快到离谱！voidImageViewer 比图片还小的免费“极速看图”神器 (出自 Everything 团队),异次元软件世界,0.6997,1
145,Quicker - 让效率起飞的 Windows “超级外挂” (快速启动 / 快捷指令 / 鼠标增强),异次元软件世界,3,168,Escrcpy - 免费开源！电脑控制安卓手机的投屏工具 (屏幕镜像 / 无线 / AI 自动化 / 录屏),异次元软件世界,0.5821,1
145,Quicker - 让效率起飞的 Windows “超级外挂” (快速启动 / 快捷指令 / 鼠标增强),异次元软件世界,4,158,年度低价！很少打折的 Eagle 价格沦陷了~ 超好用图片素材收集整理软件,异次元软件世界,0.4922,1
145,Quicker - 让效率起飞的 Windows “超级外挂” (快速启动 / 快捷指令 / 鼠标增强),异次元软件世界,5,155,HandBrake 官方绿色中文版 - 开源免费视频格式转换/压缩转码压制工具 (跨平台),异次元软件世界,0.4172,1
146,VMRack 打折！高速低价 CN2 GIA 三网精品优化线路 VPS 服务器 (美国原生 IP),异次元软件世界,1,150,手慢无！DMIT 高端 CN2 GIA 三网优化线路 VPS 服务器 (国内快又稳！比瓦工更好),异次元软件世界,0.9755,1
146,VMRack 打折！高速低价 CN2 GIA 三网精品优化线路 VPS 服务器 (美国原生 IP),异次元软件世界,2,149,RackNerd 性价比 VPS 服务器特价促销中！终身续费同价！,异次元软件世界,0.8991,1
146,VMRack 打折！高速低价 CN2 GIA 三网精品优化线路 VPS 服务器 (美国原生 IP),异次元软件世界,3,153,免安装！免费玩 OpenClaw！盘点全网白菜价的一键部署“龙虾”服务器 (送 Token 额度),异次元软件世界,0.6876,1
146,VMRack 打折！高速低价 CN2 GIA 三网精品优化线路 VPS 服务器 (美国原生 IP),异次元软件世界,4,162,超简单 “一键安装 1Panel 面板” 教程 (VPS 云服务器必备),异次元软件世界,0.463,1
146,VMRack 打折！高速低价 CN2 GIA 三网精品优化线路 VPS 服务器 (美国原生 IP),异次元软件世界,5,167,115 网盘会员 “8 年卡 VIP” 限时大优惠 - 送不限速 40TB 空间 + 离线下载,异次元软件世界,0.1994,1
